it; best; temp
2880; 10; 0.0268808
2890; 10; 0.0255666
2900; 10; 0.0243167
2910; 10; 0.0231278
2920; 10; 0.0219971
2930; 10; 0.0209217
2940; 10; 0.0198988
2950; 10; 0.018926
2960; 10; 0.0180007
2970; 10; 0.0171206
2980; 10; 0.0162836
2990; 10; 0.0154875
3000; 10; 0.0147303
3010; 10; 0.0140102
3020; 10; 0.0133252
3030; 10; 0.0126737
3040; 10; 0.0120541
3050; 10; 0.0114648
3060; 10; 0.0109043
3070; 10; 0.0103712
3080; 10; 0.00986413
3090; 10; 0.00938187
3100; 10; 0.00892319
3110; 10; 0.00848694
3120; 10; 0.00807201
3130; 10; 0.00767737
3140; 10; 0.00730203
3150; 10; 0.00694503
3160; 10; 0.00660549
3170; 10; 0.00628255
3180; 10; 0.0059754
3190; 10; 0.00568326
3200; 10; 0.00540541
3210; 10; 0.00514114
3220; 10; 0.00488979
3230; 10; 0.00465073
3240; 10; 0.00442335
3250; 10; 0.0042071
3260; 10; 0.00400141
3270; 10; 0.00380578
3280; 10; 0.00361972
3290; 10; 0.00344275
3300; 10; 0.00327444
3310; 10; 0.00311435
3320; 10; 0.00296209
3330; 9; 0.00281727
3340; 9; 0.00267954
3350; 9; 0.00254853
3360; 9; 0.00242394
3370; 9; 0.00230543
3380; 9; 0.00219272
3390; 9; 0.00208552
3400; 9; 0.00198356
3410; 9; 0.00188658
3420; 8; 0.00179435
3430; 8; 0.00170662
3440; 8; 0.00162318
3450; 8; 0.00154383
3460; 8; 0.00146835
3470; 8; 0.00139656
3480; 8; 0.00132828
3490; 8; 0.00126334
3500; 8; 0.00120158
3510; 8; 0.00114283
3520; 8; 0.00108696
3530; 8; 0.00103382
3540; 8; 0.000983277
3550; 8; 0.000935205
3560; 8; 0.000889483
3570; 8; 0.000845996
3580; 8; 0.000804635
3590; 8; 0.000765297
3600; 8; 0.000727882
3610; 8; 0.000692295
3620; 8; 0.000658449
3630; 8; 0.000626258
3640; 8; 0.00059564
3650; 8; 0.000566519
3660; 8; 0.000538822
3670; 8; 0.000512479
3680; 8; 0.000487424
3690; 8; 0.000463594
3700; 8; 0.000440929
3710; 8; 0.000419372
3720; 8; 0.000398869
3730; 8; 0.000379368
3740; 8; 0.000360821
3750; 8; 0.000343181
3760; 8; 0.000326403
3770; 8; 0.000310445
3780; 8; 0.000295267
3790; 8; 0.000280832
3800; 8; 0.000267102
3810; 8; 0.000254043
3820; 8; 0.000241623
3830; 8; 0.00022981
3840; 8; 0.000218575
3850; 8; 0.000207889
3860; 8; 0.000197725
3870; 8; 0.000188058
3880; 8; 0.000178864
3890; 8; 0.00017012
3900; 8; 0.000161802
3910; 8; 0.000153892
3920; 8; 0.000146368
3930; 8; 0.000139212
3940; 8; 0.000132406
3950; 8; 0.000125933
3960; 8; 0.000119776
3970; 8; 0.00011392
3980; 8; 0.000108351
3990; 8; 0.000103053
4000; 8; 9.80151e-05
4010; 8; 9.32232e-05
4020; 8; 8.86655e-05
4030; 8; 8.43306e-05
4040; 8; 8.02077e-05
4050; 8; 7.62864e-05
4060; 8; 7.25568e-05
4070; 8; 6.90095e-05
4080; 8; 6.56356e-05
4090; 8; 6.24267e-05
4100; 8; 5.93746e-05
4110; 8; 5.64718e-05
4120; 8; 5.37109e-05
4130; 8; 5.1085e-05
4140; 8; 4.85875e-05
4150; 8; 4.6212e-05
4160; 8; 4.39527e-05
4170; 8; 4.18039e-05
4180; 8; 3.97601e-05
4190; 8; 3.78162e-05
4200; 8; 3.59674e-05
4210; 8; 3.4209e-05
4220; 8; 3.25365e-05
4230; 8; 3.09458e-05
4240; 8; 2.94329e-05
4250; 8; 2.79939e-05
4260; 8; 2.66253e-05
4270; 8; 2.53236e-05
4280; 8; 2.40855e-05
4290; 8; 2.2908e-05
4300; 8; 2.1788e-05
4310; 8; 2.07228e-05
4320; 8; 1.97096e-05
4330; 8; 1.8746e-05
4340; 8; 1.78296e-05
4350; 8; 1.69579e-05
4360; 8; 1.61288e-05
4370; 8; 1.53403e-05
4380; 8; 1.45903e-05
4390; 8; 1.3877e-05
4400; 8; 1.31985e-05
4410; 8; 1.25532e-05
4420; 8; 1.19395e-05
4430; 8; 1.13558e-05
4440; 8; 1.08006e-05
4450; 8; 1.02726e-05
4460; 8; 9.77035e-06
4470; 8; 9.29268e-06
4480; 8; 8.83836e-06
4490; 8; 8.40625e-06
4500; 8; 7.99527e-06
4510; 8; 7.60439e-06
4520; 8; 7.23261e-06
4530; 8; 6.87901e-06
4540; 8; 6.54269e-06
4550; 8; 6.22282e-06
4560; 8; 5.91859e-06
4570; 8; 5.62923e-06
4580; 8; 5.35402e-06
4590; 8; 5.09226e-06
4600; 8; 4.8433e-06
4610; 8; 4.60651e-06
4620; 8; 4.3813e-06
4630; 8; 4.1671e-06
4640; 8; 3.96337e-06
4650; 8; 3.7696e-06
4660; 8; 3.58531e-06
4670; 8; 3.41002e-06
4680; 8; 3.24331e-06
4690; 8; 3.08474e-06
4700; 8; 2.93393e-06
4710; 8; 2.79049e-06
4720; 8; 2.65406e-06
4730; 8; 2.52431e-06
4740; 8; 2.40089e-06
4750; 8; 2.28351e-06
4760; 7; 2.17187e-06
4770; 7; 2.06569e-06
4780; 7; 1.9647e-06
4790; 7; 1.86864e-06
4800; 7; 1.77729e-06
4810; 7; 1.6904e-06
4820; 7; 1.60775e-06
4830; 7; 1.52915e-06
4840; 7; 1.45439e-06
4850; 7; 1.38328e-06
4860; 7; 1.31566e-06
4870; 7; 1.25133e-06
4880; 7; 1.19016e-06
4890; 7; 1.13197e-06
4900; 7; 1.07663e-06
4910; 7; 1.02399e-06
4920; 7; 9.73929e-07
4930; 7; 9.26314e-07
4940; 7; 8.81026e-07
4950; 7; 8.37953e-07
4960; 7; 7.96986e-07
4970; 7; 7.58021e-07
4980; 7; 7.20962e-07
4990; 7; 6.85714e-07
5000; 7; 6.52189e-07
5010; 7; 6.20304e-07
5020; 7; 5.89977e-07
5030; 7; 5.61133e-07
5040; 7; 5.337e-07
5050; 7; 5.07607e-07
5060; 7; 4.8279e-07
5070; 7; 4.59187e-07
5080; 7; 4.36737e-07
5090; 7; 4.15385e-07
5100; 7; 3.95077e-07
5110; 7; 3.75762e-07
5120; 7; 3.57391e-07
5130; 7; 3.39918e-07
5140; 7; 3.233e-07
5150; 7; 3.07493e-07
5160; 7; 2.9246e-07
5170; 7; 2.78162e-07
5180; 7; 2.64562e-07
5190; 7; 2.51628e-07
5200; 7; 2.39326e-07
5210; 7; 2.27625e-07
5220; 7; 2.16497e-07
5230; 7; 2.05912e-07
5240; 7; 1.95845e-07
5250; 7; 1.8627e-07
5260; 7; 1.77164e-07
5270; 7; 1.68502e-07
5280; 7; 1.60264e-07
5290; 7; 1.52429e-07
5300; 7; 1.44977e-07
5310; 7; 1.37889e-07
5320; 7; 1.31147e-07
5330; 7; 1.24736e-07
5340; 7; 1.18637e-07
5350; 7; 1.12837e-07
5360; 7; 1.07321e-07
5370; 7; 1.02074e-07
5380; 7; 9.70833e-08
5390; 7; 9.23369e-08
5400; 7; 8.78225e-08
5410; 7; 8.35289e-08
5420; 7; 7.94452e-08
5430; 7; 7.55611e-08
5440; 7; 7.1867e-08
5450; 7; 6.83534e-08
5460; 7; 6.50116e-08
5470; 7; 6.18332e-08
5480; 7; 5.88102e-08
5490; 7; 5.5935e-08
5500; 7; 5.32003e-08
5510; 7; 5.05993e-08
5520; 7; 4.81256e-08
5530; 7; 4.57727e-08
5540; 7; 4.35349e-08
5550; 7; 4.14065e-08
5560; 7; 3.93821e-08
5570; 7; 3.74567e-08
5580; 7; 3.56255e-08
5590; 7; 3.38837e-08
5600; 7; 3.22272e-08
5610; 7; 3.06516e-08
5620; 7; 2.9153e-08
5630; 7; 2.77277e-08
5640; 7; 2.63721e-08
5650; 7; 2.50828e-08
5660; 7; 2.38565e-08
5670; 7; 2.26902e-08
5680; 7; 2.15809e-08
5690; 7; 2.05258e-08
5700; 7; 1.95223e-08
5710; 7; 1.85678e-08
5720; 7; 1.766e-08
5730; 7; 1.67967e-08
5740; 7; 1.59755e-08
5750; 7; 1.51944e-08
5760; 7; 1.44516e-08
5770; 7; 1.3745e-08
5780; 7; 1.3073e-08
5790; 7; 1.24339e-08
5800; 7; 1.1826e-08
5810; 7; 1.12478e-08
5820; 7; 1.06979e-08
5830; 7; 1.01749e-08
5840; 7; 9.67746e-09
5850; 7; 9.20433e-09
5860; 7; 8.75434e-09
5870; 7; 8.32634e-09
5880; 7; 7.91926e-09
5890; 7; 7.53209e-09
5900; 7; 7.16385e-09
5910; 7; 6.81361e-09
5920; 7; 6.48049e-09
5930; 7; 6.16366e-09
5940; 7; 5.86232e-09
5950; 7; 5.57571e-09
5960; 7; 5.30312e-09
5970; 7; 5.04385e-09
5980; 7; 4.79726e-09
5990; 7; 4.56272e-09
6000; 7; 4.33965e-09
6010; 7; 4.12748e-09
6020; 7; 3.92569e-09
6030; 7; 3.73376e-09
6040; 7; 3.55122e-09
6050; 7; 3.3776e-09
6060; 7; 3.21247e-09
6070; 7; 3.05541e-09
6080; 7; 2.90604e-09
6090; 7; 2.76396e-09
6100; 7; 2.62883e-09
6110; 7; 2.50031e-09
6120; 7; 2.37807e-09
6130; 7; 2.2618e-09
6140; 7; 2.15122e-09
6150; 7; 2.04605e-09
6160; 7; 1.94602e-09
6170; 7; 1.85088e-09
6180; 7; 1.76039e-09
6190; 7; 1.67433e-09
6200; 7; 1.59247e-09
6210; 7; 1.51461e-09
6220; 7; 1.44056e-09
6230; 7; 1.37013e-09
6240; 7; 1.30315e-09
6250; 7; 1.23944e-09
6260; 7; 1.17884e-09
6270; 7; 1.12121e-09
6280; 7; 1.06639e-09
6290; 7; 1.01426e-09
6300; 7; 9.6467e-10
6310; 7; 9.17507e-10
6320; 7; 8.7265e-10
6330; 7; 8.29987e-10
6340; 7; 7.89409e-10
6350; 7; 7.50815e-10
6360; 7; 7.14107e-10
6370; 7; 6.79195e-10
6380; 7; 6.45989e-10
6390; 7; 6.14407e-10
6400; 7; 5.84368e-10
6410; 7; 5.55799e-10
6420; 7; 5.28626e-10
6430; 7; 5.02781e-10
6440; 7; 4.782e-10
6450; 7; 4.54821e-10
6460; 7; 4.32585e-10
6470; 7; 4.11436e-10
6480; 7; 3.91321e-10
6490; 7; 3.72189e-10
6500; 7; 3.53993e-10
6510; 7; 3.36686e-10
6520; 7; 3.20226e-10
6530; 7; 3.0457e-10
6540; 7; 2.8968e-10
6550; 7; 2.75517e-10
6560; 7; 2.62047e-10
6570; 7; 2.49236e-10
6580; 7; 2.37051e-10
6590; 7; 2.25461e-10
6600; 7; 2.14439e-10
6610; 7; 2.03955e-10
6620; 7; 1.93983e-10
6630; 7; 1.845e-10
6640; 7; 1.75479e-10
6650; 7; 1.669e-10
6660; 7; 1.58741e-10
6670; 7; 1.5098e-10
6680; 7; 1.43598e-10
6690; 7; 1.36578e-10
6700; 7; 1.29901e-10
6710; 7; 1.2355e-10
6720; 7; 1.17509e-10
6730; 7; 1.11764e-10
6740; 7; 1.063e-10
6750; 7; 1.01103e-10
6760; 7; 9.61603e-11
6770; 7; 9.1459e-11
6780; 7; 8.69876e-11
6790; 7; 8.27348e-11
6800; 7; 7.86899e-11
6810; 7; 7.48428e-11
6820; 7; 7.11837e-11
6830; 7; 6.77036e-11
6840; 7; 6.43935e-11
6850; 7; 6.12453e-11
6860; 7; 5.82511e-11
6870; 7; 5.54032e-11
6880; 7; 5.26945e-11
6890; 7; 5.01183e-11
6900; 7; 4.7668e-11
6910; 7; 4.53375e-11
6920; 7; 4.3121e-11
6930; 7; 4.10128e-11
6940; 7; 3.90077e-11
6950; 7; 3.71006e-11
6960; 7; 3.52868e-11
6970; 7; 3.35616e-11
6980; 7; 3.19208e-11
6990; 7; 3.03602e-11
7000; 7; 2.88759e-11
7010; 7; 2.74641e-11
7020; 7; 2.61214e-11
7030; 7; 2.48444e-11
7040; 7; 2.36297e-11
7050; 7; 2.24745e-11
7060; 7; 2.13757e-11
7070; 7; 2.03306e-11
7080; 7; 1.93367e-11
7090; 7; 1.83913e-11
7100; 7; 1.74922e-11
7110; 7; 1.6637e-11
7120; 7; 1.58236e-11
7130; 7; 1.505e-11
7140; 7; 1.43142e-11
7150; 7; 1.36144e-11
7160; 7; 1.29488e-11
7170; 7; 1.23157e-11
7180; 7; 1.17136e-11
7190; 7; 1.11409e-11
7200; 7; 1.05962e-11
7210; 7; 1.00782e-11
7220; 7; 9.58546e-12
7230; 7; 9.11683e-12
7240; 7; 8.67111e-12
7250; 7; 8.24718e-12
7260; 7; 7.84398e-12
7270; 7; 7.46048e-12
7280; 7; 7.09574e-12
7290; 7; 6.74883e-12
7300; 7; 6.41888e-12
7310; 7; 6.10506e-12
7320; 7; 5.80659e-12
7330; 7; 5.52271e-12
7340; 7; 5.2527e-12
7350; 7; 4.9959e-12
7360; 7; 4.75165e-12
7370; 7; 4.51934e-12
7380; 7; 4.29839e-12
7390; 7; 4.08824e-12
7400; 7; 3.88837e-12
7410; 7; 3.69827e-12
7420; 7; 3.51746e-12
7430; 7; 3.34549e-12
7440; 7; 3.18193e-12
7450; 7; 3.02637e-12
7460; 7; 2.87841e-12
7470; 7; 2.73768e-12
7480; 7; 2.60384e-12
7490; 7; 2.47654e-12
7500; 7; 2.35546e-12
7510; 7; 2.2403e-12
7520; 7; 2.13077e-12
7530; 7; 2.0266e-12
7540; 7; 1.92752e-12
7550; 7; 1.83328e-12
7560; 7; 1.74365e-12
7570; 7; 1.65841e-12
7580; 7; 1.57733e-12
7590; 7; 1.50021e-12
7600; 7; 1.42687e-12
7610; 7; 1.35711e-12
7620; 7; 1.29076e-12
7630; 7; 1.22765e-12
7640; 7; 1.16763e-12
7650; 7; 1.11055e-12
7660; 7; 1.05625e-12
7670; 7; 1.00461e-12
7680; 7; 9.55499e-13
7690; 7; 9.08785e-13
7700; 7; 8.64354e-13
7710; 7; 8.22096e-13
7720; 7; 7.81904e-13
7730; 7; 7.43677e-13
7740; 7; 7.07318e-13
7750; 7; 6.72738e-13
7760; 7; 6.39848e-13
7770; 7; 6.08566e-13
7780; 7; 5.78813e-13
7790; 7; 5.50515e-13
7800; 7; 5.236e-13
7810; 7; 4.98001e-13
7820; 7; 4.73654e-13
7830; 7; 4.50497e-13
7840; 7; 4.28473e-13
7850; 7; 4.07525e-13
7860; 7; 3.87601e-13
7870; 7; 3.68651e-13
7880; 7; 3.50628e-13
7890; 7; 3.33486e-13
7900; 7; 3.17182e-13
7910; 7; 3.01675e-13
7920; 7; 2.86926e-13
7930; 7; 2.72898e-13
7940; 7; 2.59556e-13
7950; 7; 2.46866e-13
7960; 7; 2.34797e-13
7970; 7; 2.23318e-13
7980; 7; 2.124e-13
7990; 7; 2.02016e-13
8000; 7; 1.92139e-13
8010; 7; 1.82746e-13
8020; 7; 1.73811e-13
8030; 7; 1.65314e-13
8040; 7; 1.57231e-13
8050; 7; 1.49544e-13
8060; 7; 1.42233e-13
8070; 7; 1.35279e-13
8080; 7; 1.28666e-13
8090; 7; 1.22375e-13
8100; 7; 1.16392e-13
8110; 7; 1.10702e-13
8120; 7; 1.0529e-13
8130; 7; 1.00142e-13
8140; 7; 9.52461e-14
8150; 7; 9.05895e-14
8160; 7; 8.61606e-14
8170; 7; 8.19483e-14
8180; 7; 7.79418e-14
8190; 7; 7.41312e-14
8200; 7; 7.0507e-14
8210; 7; 6.70599e-14
8220; 7; 6.37814e-14
8230; 7; 6.06631e-14
8240; 7; 5.76973e-14
8250; 7; 5.48765e-14
8260; 7; 5.21936e-14
8270; 7; 4.96418e-14
8280; 7; 4.72148e-14
8290; 7; 4.49065e-14
8300; 7; 4.2711e-14
8310; 7; 4.06229e-14
8320; 7; 3.86369e-14
8330; 7; 3.67479e-14
8340; 7; 3.49513e-14
8350; 7; 3.32425e-14
8360; 7; 3.16173e-14
8370; 7; 3.00716e-14
8380; 7; 2.86014e-14
8390; 7; 2.7203e-14
8400; 7; 2.58731e-14
8410; 7; 2.46082e-14
8420; 7; 2.34051e-14
8430; 7; 2.22608e-14
8440; 7; 2.11725e-14
8450; 7; 2.01373e-14
8460; 7; 1.91528e-14
8470; 7; 1.82165e-14
8480; 7; 1.73259e-14
8490; 7; 1.64788e-14
8500; 7; 1.56732e-14
8510; 7; 1.49069e-14
8520; 7; 1.41781e-14
8530; 7; 1.34849e-14
8540; 7; 1.28257e-14
8550; 7; 1.21986e-14
8560; 7; 1.16022e-14
8570; 7; 1.1035e-14
8580; 7; 1.04955e-14
8590; 7; 9.98237e-15
8600; 7; 9.49433e-15
8610; 7; 9.03016e-15
8620; 7; 8.58867e-15
8630; 7; 8.16877e-15
8640; 7; 7.7694e-15
8650; 7; 7.38956e-15
8660; 7; 7.02828e-15
8670; 7; 6.68467e-15
8680; 7; 6.35786e-15
8690; 7; 6.04702e-15
8700; 7; 5.75139e-15
8710; 7; 5.4702e-15
8720; 7; 5.20276e-15
8730; 7; 4.9484e-15
8740; 7; 4.70647e-15
8750; 7; 4.47638e-15
8760; 7; 4.25753e-15
8770; 7; 4.04938e-15
8780; 7; 3.8514e-15
8790; 7; 3.66311e-15
8800; 7; 3.48402e-15
8810; 7; 3.31369e-15
8820; 7; 3.15168e-15
8830; 7; 2.9976e-15
8840; 7; 2.85104e-15
8850; 7; 2.71166e-15
8860; 7; 2.57908e-15
8870; 7; 2.45299e-15
8880; 7; 2.33307e-15
8890; 7; 2.219e-15
8900; 7; 2.11052e-15
8910; 7; 2.00733e-15
8920; 7; 1.90919e-15
8930; 7; 1.81585e-15
8940; 7; 1.72708e-15
8950; 7; 1.64264e-15
8960; 7; 1.56233e-15
8970; 7; 1.48595e-15
8980; 7; 1.4133e-15
8990; 7; 1.34421e-15
9000; 7; 1.27849e-15
9010; 7; 1.21598e-15
9020; 7; 1.15653e-15
9030; 7; 1.09999e-15
9040; 7; 1.04621e-15
9050; 7; 9.95063e-16
9060; 7; 9.46415e-16
9070; 7; 9.00145e-16
9080; 7; 8.56137e-16
9090; 7; 8.1428e-16
9100; 7; 7.7447e-16
9110; 7; 7.36607e-16
9120; 7; 7.00594e-16
9130; 7; 6.66342e-16
9140; 7; 6.33765e-16
9150; 7; 6.0278e-16
9160; 7; 5.7331e-16
9170; 7; 5.45281e-16
9180; 7; 5.18622e-16
9190; 7; 4.93267e-16
9200; 7; 4.69151e-16
9210; 7; 4.46214e-16
9220; 7; 4.24399e-16
9230; 7; 4.0365e-16
9240; 7; 3.83916e-16
9250; 7; 3.65146e-16
9260; 7; 3.47294e-16
9270; 7; 3.30315e-16
9280; 7; 3.14166e-16
9290; 7; 2.98807e-16
9300; 7; 2.84198e-16
9310; 7; 2.70304e-16
9320; 7; 2.57088e-16
9330; 7; 2.44519e-16
9340; 7; 2.32565e-16
9350; 7; 2.21195e-16
9360; 7; 2.10381e-16
9370; 7; 2.00095e-16
9380; 7; 1.90313e-16
9390; 7; 1.81008e-16
9400; 7; 1.72159e-16
9410; 7; 1.63742e-16
9420; 7; 1.55737e-16
9430; 7; 1.48123e-16
9440; 7; 1.40881e-16
9450; 7; 1.33993e-16
9460; 7; 1.27442e-16
9470; 7; 1.21212e-16
9480; 7; 1.15286e-16
9490; 7; 1.09649e-16
9500; 7; 1.04289e-16
9510; 7; 9.919e-17
9520; 7; 9.43406e-17
9530; 7; 8.97283e-17
9540; 7; 8.53415e-17
9550; 7; 8.11692e-17
9560; 7; 7.72008e-17
9570; 7; 7.34265e-17
9580; 7; 6.98367e-17
9590; 7; 6.64224e-17
9600; 7; 6.3175e-17
9610; 7; 6.00864e-17
9620; 7; 5.71488e-17
9630; 7; 5.43548e-17
9640; 7; 5.16974e-17
9650; 7; 4.91699e-17
9660; 7; 4.6766e-17
9670; 7; 4.44796e-17
9680; 7; 4.2305e-17
9690; 7; 4.02367e-17
9700; 7; 3.82695e-17
9710; 7; 3.63985e-17
9720; 7; 3.4619e-17
9730; 7; 3.29265e-17
9740; 7; 3.13167e-17
9750; 7; 2.97857e-17
9760; 7; 2.83294e-17
9770; 7; 2.69444e-17
9780; 7; 2.56271e-17
9790; 7; 2.43742e-17
9800; 7; 2.31826e-17
9810; 7; 2.20492e-17
9820; 7; 2.09712e-17
9830; 7; 1.99459e-17
9840; 7; 1.89708e-17
9850; 7; 1.80433e-17
9860; 7; 1.71611e-17
9870; 7; 1.63221e-17
9880; 7; 1.55241e-17
9890; 7; 1.47652e-17
9900; 7; 1.40433e-17
9910; 7; 1.33567e-17
9920; 7; 1.27037e-17
9930; 7; 1.20826e-17
9940; 7; 1.14919e-17
9950; 7; 1.09301e-17
9960; 7; 1.03957e-17
9970; 7; 9.88747e-18
9980; 7; 9.40407e-18
9990; 7; 8.94431e-18
10000; 7; 8.50702e-18
10010; 7; 8.09111e-18
10020; 7; 7.69554e-18
10030; 7; 7.31931e-18
10040; 7; 6.96147e-18
10050; 7; 6.62112e-18
10060; 7; 6.29741e-18
10070; 7; 5.98954e-18
10080; 7; 5.69671e-18
10090; 7; 5.4182e-18
10100; 7; 5.1533e-18
10110; 7; 4.90136e-18
10120; 7; 4.66173e-18
10130; 7; 4.43382e-18
